pair,df,p,idk
MANAUSDTM-DGBUSDTM,-1.2336893577566626,0.6589381564457415,11
MANAUSDTM-ADAUSDTM,0.21555116237797994,0.9731204467623447,6
MANAUSDTM-GALAUSDTM,-2.136514108743255,0.23008774372819474,9
MANAUSDTM-ENSUSDTM,-1.61765474343969,0.4739590383914328,5
MANAUSDTM-AAVEUSDTM,-1.4212541835681352,0.5720452528910044,15
MANAUSDTM-ATOMUSDTM,-1.2392685953711797,0.656479464427548,10
MANAUSDTM-SUSHIUSDTM,-1.6519678820268793,0.45601431891203154,10
MANAUSDTM-SXPUSDTM,-1.6503548865234503,0.45685534746065437,9
MANAUSDTM-ROSEUSDTM,-0.8028620213904926,0.8182799245240148,6
MANAUSDTM-WAXPUSDTM,-2.12862354369736,0.23316175451547605,3
MANAUSDTM-API3USDTM,-3.1841948034280323,0.020917968342731803,9
MANAUSDTM-BATUSDTM,-2.728253997034707,0.06927539919560571,10
MANAUSDTM-RNDRUSDTM,-1.561224844660468,0.5030365936843474,10
MANAUSDTM-DYDXUSDTM,-2.003601230613614,0.28499632086499,5
MANAUSDTM-AXSUSDTM,2.9862433125018915,1.0,19
MANAUSDTM-BSVUSDTM,-1.21129750542287,0.6687170268032799,10
MANAUSDTM-CRVUSDTM,-1.4072876557567804,0.578777380872013,7
MANAUSDTM-COMPUSDTM,-1.7205002776889218,0.4205822680774953,10
MANAUSDTM-XTZUSDTM,-1.5562724251522675,0.5055135611675264,15
MANAUSDTM-KNCUSDTM,-1.974973009134298,0.29765320527042505,8
MANAUSDTM-HBARUSDTM,-2.300896009962126,0.1716791533201178,9
MANAUSDTM-THETAUSDTM,-1.3422821567809484,0.6096131667179141,18
MANAUSDTM-XMRUSDTM,-2.250075413509245,0.1885752158703271,4
MANAUSDTM-OCEANUSDTM,-1.1682871953874612,0.6870868758175884,11
MANAUSDTM-DASHUSDTM,-0.738385386544565,0.8365548011768116,18
MANAUSDTM-MIRUSDTM,-1.2706152834049715,0.642506373480834,14
MANAUSDTM-CHRUSDTM,-1.437871106394054,0.5639916852115854,10
MANAUSDTM-GRTUSDTM,-3.2680521735432553,0.016368356147145373,11
MANAUSDTM-LINKUSDTM,-2.5560619903925725,0.10242257678363964,6
MANAUSDTM-DOGEUSDTM,-0.9617127966722985,0.7669713800203284,18
MANAUSDTM-XLMUSDTM,-1.37774462108799,0.5928979071777719,6
MANAUSDTM-NEOUSDTM,-1.2152218141436089,0.6670136354962397,6
MANAUSDTM-UNIUSDTM,-1.1337259478375104,0.70143676170026,10
MANAUSDTM-XEMUSDTM,-1.6893995683070484,0.4365822477268638,6
MANAUSDTM-ETCUSDTM,-0.0996484298957367,0.9494735399816877,12
MANAUSDTM-CELOUSDTM,-1.8116658604954647,0.37468549189526673,19
MANAUSDTM-SOSUSDTM,-2.2799294366554133,0.17852285155470715,6
MANAUSDTM-SANDUSDTM,-1.7327433763297635,0.4143259320395079,6
MANAUSDTM-IOSTUSDTM,-1.4021693092597447,0.5812356836500059,4
MANAUSDTM-KSMUSDTM,-1.3020867751376315,0.628217071549193,10
MANAUSDTM-YFIUSDTM,-2.031546384625753,0.272914650491873,13
MANAUSDTM-ENJUSDTM,0.03124888145122564,0.9610413056250166,8
MANAUSDTM-NEARUSDTM,-1.0805731364019984,0.7227566143948221,18
MANAUSDTM-MATICUSDTM,-2.439649371302733,0.13085686313719425,6
MANAUSDTM-IMXUSDTM,-0.9845293204637313,0.7588649729190187,11
MANAUSDTM-OMGUSDTM,-1.2199009300351018,0.6649767858437383,4
MANAUSDTM-NFTUSDTM,-2.397690675219284,0.14238925968237104,4
MANAUSDTM-C98USDTM,-1.878109331169644,0.34242819871145436,7
MANAUSDTM-SHIBUSDTM,-1.8209972714643157,0.3700880795184853,15
MANAUSDTM-ALGOUSDTM,-0.8150558432099646,0.8146594739614144,11
MANAUSDTM-SOLUSDTM,-1.242903515232337,0.6548729312684063,6
1INCHUSDTM-ONTUSDTM,-1.5867190173391024,0.49026148745689224,8
1INCHUSDTM-XBTUSDTM,-1.7816311096601092,0.389618713756632,6
1INCHUSDTM-SRMUSDTM,1.1115560887843385,0.9953140522994458,12
1INCHUSDTM-VETUSDTM,-0.7511794153262803,0.8330439903950285,11
1INCHUSDTM-EGLDUSDTM,-1.2501084954958757,0.6516777290390927,6
1INCHUSDTM-MKRUSDTM,-2.865403493422844,0.049521550272326915,5
1INCHUSDTM-BCHUSDTM,-1.2210375124053956,0.6644810721846396,16
1INCHUSDTM-YGGUSDTM,-2.0922414678713572,0.24764576908832814,9
1INCHUSDTM-SNXUSDTM,-1.2350278715992853,0.6583490877971742,14
1INCHUSDTM-LRCUSDTM,-0.4630199305621587,0.8990331400170526,12
1INCHUSDTM-AGLDUSDTM,-0.8651270830128516,0.7992395973232819,18
1INCHUSDTM-FLOWUSDTM,-1.9802089415632647,0.29531763371347275,5
1INCHUSDTM-EOSUSDTM,-0.6505818348242034,0.8591382292159551,12
1INCHUSDTM-RVNUSDTM,-0.9542708338573036,0.769575641509477,8
1INCHUSDTM-CHZUSDTM,-2.3429502553018273,0.15848945172247642,6
1INCHUSDTM-QTUMUSDTM,0.09572262799726915,0.9657678417693298,13
1INCHUSDTM-ICPUSDTM,-1.302567852075629,0.6279967008918305,2
1INCHUSDTM-ALICEUSDTM,-1.1236302801419842,0.7055570261840278,8
1INCHUSDTM-LINAUSDTM,-1.411274695858881,0.5768591111119119,13
1INCHUSDTM-DOTUSDM,-1.683873870222401,0.4394397094614524,5
1INCHUSDTM-WAVESUSDTM,-2.5854383188915184,0.09604437367539209,9
1INCHUSDTM-LTCUSDTM,-1.4869003987087268,0.5399812854173852,11
1INCHUSDTM-CTSIUSDTM,-1.313546500578559,0.6229522106133878,5
1INCHUSDTM-LUNAUSDTM,-1.6866848823552285,0.4379855533324226,12
1INCHUSDTM-CROUSDTM,-1.8193573899091258,0.37089451430720016,5
1INCHUSDTM-TRXUSDTM,-1.9224532892334503,0.3215732071255227,6
1INCHUSDTM-IOTXUSDTM,-1.2110480796172474,0.6688251416351483,11
1INCHUSDTM-FILUSDTM,-2.148179185159121,0.22558770391797767,7
1INCHUSDTM-DGBUSDTM,-1.1352510231997806,0.7008115037469576,8
1INCHUSDTM-ADAUSDTM,0.3533315311282549,0.9796632709400998,8
1INCHUSDTM-GALAUSDTM,-2.222521471380927,0.19817323037510948,9
1INCHUSDTM-ENSUSDTM,-1.3740738412937037,0.5946404171268486,8
1INCHUSDTM-AAVEUSDTM,-1.4698903417649145,0.5483501193683623,6
1INCHUSDTM-ATOMUSDTM,-1.7164380514971882,0.42266361804519853,8
1INCHUSDTM-SUSHIUSDTM,-1.842721612871403,0.35946720527904263,5
1INCHUSDTM-SXPUSDTM,-1.437415717857847,0.5642130041858772,9
1INCHUSDTM-ROSEUSDTM,-0.8319363061023172,0.8095605817972709,8
1INCHUSDTM-WAXPUSDTM,-1.7417755591961444,0.40972706238657464,6
1INCHUSDTM-API3USDTM,-2.449973422788217,0.12812544769131617,8
1INCHUSDTM-BATUSDTM,-1.9231946421539514,0.32122951282102385,9
1INCHUSDTM-RNDRUSDTM,-1.8167115321501766,0.37219701118146736,8
1INCHUSDTM-DYDXUSDTM,-2.4225398486972103,0.13547549377803114,6
1INCHUSDTM-AXSUSDTM,1.6251941568585986,0.9979312263776131,13
1INCHUSDTM-BSVUSDTM,-1.4936902165242507,0.5366303572984229,5
1INCHUSDTM-CRVUSDTM,-1.7257358985440028,0.41790371646559343,8
1INCHUSDTM-COMPUSDTM,-3.4781370570418946,0.008566657603129996,11
1INCHUSDTM-XTZUSDTM,-1.4777669522743293,0.5444796454081563,12
1INCHUSDTM-KNCUSDTM,-2.0712402695894654,0.25623513924437724,9
1INCHUSDTM-HBARUSDTM,-2.052421044061377,0.264071382013221,6
1INCHUSDTM-THETAUSDTM,-1.730939152133509,0.41524630193654166,5
1INCHUSDTM-XMRUSDTM,-1.9014492576111255,0.3313796416465099,5
1INCHUSDTM-OCEANUSDTM,-1.0207652310053226,0.7456155217305259,11
1INCHUSDTM-DASHUSDTM,-0.46365140335837923,0.8989166390567799,6
1INCHUSDTM-MIRUSDTM,-1.8124339399694283,0.3743062943940921,12
1INCHUSDTM-CHRUSDTM,-0.9257489423326407,0.7793747116217582,5
1INCHUSDTM-GRTUSDTM,-1.8958458248355943,0.3340178824513993,6
1INCHUSDTM-LINKUSDTM,-1.7418545292788412,0.40968691803766905,8
1INCHUSDTM-DOGEUSDTM,-1.5558895952516403,0.5057049627011778,13
1INCHUSDTM-XLMUSDTM,-1.4527611062799728,0.5567370467076677,6
1INCHUSDTM-NEOUSDTM,-1.1749769508375307,0.6842663248573448,5
1INCHUSDTM-UNIUSDTM,-1.2030679037161447,0.6722745867587223,5
1INCHUSDTM-XEMUSDTM,-1.5167082481825087,0.5252304123944546,9
1INCHUSDTM-ETCUSDTM,0.07389183128637049,0.9642326937297375,12
1INCHUSDTM-CELOUSDTM,-2.4889874785553263,0.11817683460958495,19
1INCHUSDTM-SOSUSDTM,-1.6032001130474913,0.4819857606287974,6
1INCHUSDTM-SANDUSDTM,-1.7577645337533851,0.4016227123790721,8
1INCHUSDTM-IOSTUSDTM,-1.3879028728814278,0.5880616967199116,6
1INCHUSDTM-KSMUSDTM,-0.5674373644558006,0.878171411854124,13
1INCHUSDTM-YFIUSDTM,-2.3425060199164824,0.1586250400362979,5
1INCHUSDTM-ENJUSDTM,-1.2130637747855002,0.6679509107373833,6
1INCHUSDTM-NEARUSDTM,-1.4340334543681088,0.5658557287277526,6
1INCHUSDTM-MATICUSDTM,-1.8489100907158147,0.35646351635483664,9
1INCHUSDTM-IMXUSDTM,-1.1633407848739779,0.6891635340821046,11
1INCHUSDTM-OMGUSDTM,-0.5850147680654294,0.8743322509227792,12
1INCHUSDTM-NFTUSDTM,-1.8939062961186908,0.33493318931229143,10
1INCHUSDTM-C98USDTM,-1.8951134512729881,0.33436337791351955,9
1INCHUSDTM-SHIBUSDTM,-2.080752025973864,0.25232440703701786,5
1INCHUSDTM-ALGOUSDTM,-0.43162216756554506,0.9046836237865088,8
1INCHUSDTM-SOLUSDTM,-1.2988109900579083,0.6297161114581752,9
ONTUSDTM-XBTUSDTM,-0.9981094970727004,0.7539531940156359,14
ONTUSDTM-SRMUSDTM,-2.1914967804805436,0.20934609766160478,4
ONTUSDTM-VETUSDTM,-0.2760878673207288,0.9288233919447356,6
ONTUSDTM-EGLDUSDTM,-2.33110382862937,0.1621324763340748,7
ONTUSDTM-MKRUSDTM,-1.245503748136875,0.6537214526975432,8
ONTUSDTM-BCHUSDTM,-1.3376473018808268,0.6117775497988458,6
ONTUSDTM-YGGUSDTM,-3.106832135493918,0.026051694052989963,6
ONTUSDTM-SNXUSDTM,-1.330740543803164,0.6149937991359227,8
ONTUSDTM-LRCUSDTM,-0.7763414074298566,0.8259730180504137,12
ONTUSDTM-AGLDUSDTM,-1.2066693255854641,0.670720176301717,11
ONTUSDTM-FLOWUSDTM,-1.979930973626773,0.29544139534646446,8
ONTUSDTM-EOSUSDTM,-0.8390025712234234,0.8073961125264983,19
ONTUSDTM-RVNUSDTM,-1.673254035657904,0.44494279816888715,11
ONTUSDTM-CHZUSDTM,-2.7450410575740105,0.06656318933303094,6
ONTUSDTM-QTUMUSDTM,0.5211189332732165,0.9855010494852668,7
ONTUSDTM-ICPUSDTM,-1.9613323089940786,0.3037805252130613,0
ONTUSDTM-ALICEUSDTM,-1.7826052006591675,0.3891312821053104,11
ONTUSDTM-LINAUSDTM,-1.7163790589070849,0.4226938635922507,10
ONTUSDTM-DOTUSDM,-3.1543001554181087,0.02278709897742949,5
ONTUSDTM-WAVESUSDTM,-1.9530691995343172,0.3075218530090337,11
ONTUSDTM-LTCUSDTM,-2.90823248385061,0.04439901285569801,8
ONTUSDTM-CTSIUSDTM,-2.5285097865066395,0.10869077112959402,8
ONTUSDTM-LUNAUSDTM,-1.2505879444837087,0.6514646008542281,9
ONTUSDTM-CROUSDTM,-2.1681350568510127,0.21801313798211702,12
ONTUSDTM-TRXUSDTM,-1.6195547976057125,0.4729627082693362,10
ONTUSDTM-IOTXUSDTM,-1.5803088891645247,0.4934769981314125,8
ONTUSDTM-FILUSDTM,-3.403196868953506,0.010850372138855837,3
ONTUSDTM-DGBUSDTM,-1.7086467573988484,0.42666300425705245,8
ONTUSDTM-ADAUSDTM,0.5967226436661276,0.987534568779717,8
ONTUSDTM-GALAUSDTM,-3.492296022569371,0.00818716695397789,8
ONTUSDTM-ENSUSDTM,-1.754360857075206,0.40334388887346195,8
ONTUSDTM-AAVEUSDTM,-1.4796294784813946,0.5435632038674955,6
ONTUSDTM-ATOMUSDTM,-0.9205051757915539,0.7811447933732829,8
ONTUSDTM-SUSHIUSDTM,-1.937496394741829,0.3146323319010048,10
ONTUSDTM-SXPUSDTM,-1.7152382071014207,0.4232788891368966,4
ONTUSDTM-ROSEUSDTM,-1.1809031681212685,0.6817562709881766,5
ONTUSDTM-WAXPUSDTM,-3.146334394415702,0.023308898109104963,3
ONTUSDTM-API3USDTM,-3.076636265203732,0.02833122279646622,9
ONTUSDTM-BATUSDTM,-1.9510608059174983,0.30843453420248995,8
ONTUSDTM-RNDRUSDTM,-2.1588305572674504,0.22152528911092256,8
ONTUSDTM-DYDXUSDTM,-2.1329804626681956,0.23146139245261577,4
ONTUSDTM-AXSUSDTM,1.2791789928268293,0.9964897749400512,19
ONTUSDTM-BSVUSDTM,-1.673649185755929,0.444737777436655,2
ONTUSDTM-CRVUSDTM,-1.4767307133578715,0.5449893195594483,15
ONTUSDTM-COMPUSDTM,-1.6730610606934213,0.44504292888731833,9
ONTUSDTM-XTZUSDTM,-2.1146407868653694,0.2386683655751105,12
ONTUSDTM-KNCUSDTM,-1.6302993644158568,0.46733401780529854,8
ONTUSDTM-HBARUSDTM,-2.4473361686384645,0.12881922287379916,8
ONTUSDTM-THETAUSDTM,-2.3361610538211064,0.16057033425217826,14
ONTUSDTM-XMRUSDTM,-1.6412538395007097,0.46160570048540644,4
ONTUSDTM-OCEANUSDTM,-1.3012917075543942,0.6285811488898769,12
ONTUSDTM-DASHUSDTM,-0.5295771275226271,0.8861143476786029,6
ONTUSDTM-MIRUSDTM,-1.3025666335466,0.6279972591451386,12
ONTUSDTM-CHRUSDTM,-1.3208110943515272,0.6195982525832398,5
ONTUSDTM-GRTUSDTM,-2.7041955362171746,0.0733150676796856,11
ONTUSDTM-LINKUSDTM,-3.0170442207417234,0.033333052287347176,9
ONTUSDTM-DOGEUSDTM,-2.5950999193089226,0.09401424957700483,17
ONTUSDTM-XLMUSDTM,-2.7186079678032287,0.07087325707909409,4
ONTUSDTM-NEOUSDTM,-0.9348293359288364,0.7762863909874335,11
ONTUSDTM-UNIUSDTM,-0.815008464513933,0.8146736429274166,10
ONTUSDTM-XEMUSDTM,-3.3399437344269525,0.013184707187294843,4
ONTUSDTM-ETCUSDTM,-0.02974165515563217,0.9560022638527658,12
ONTUSDTM-CELOUSDTM,-1.7924312130809672,0.38422580810116236,19
ONTUSDTM-SOSUSDTM,-2.4224583858472113,0.13549775984960427,4
ONTUSDTM-SANDUSDTM,-1.9882710980467106,0.29173937476606526,6
ONTUSDTM-IOSTUSDTM,-1.5295916262417208,0.518825323733856,4
ONTUSDTM-KSMUSDTM,-1.293262098943913,0.6322492460852738,6
ONTUSDTM-YFIUSDTM,-1.6118550712557322,0.4770018704596268,5
ONTUSDTM-ENJUSDTM,-1.7613624354805015,0.39980576553096825,6
ONTUSDTM-NEARUSDTM,-1.7653794344136045,0.39778018729417286,10
ONTUSDTM-MATICUSDTM,-1.8580720408386417,0.35203494605614394,15
ONTUSDTM-IMXUSDTM,-1.1202375146464787,0.7069343172566007,11
ONTUSDTM-OMGUSDTM,-1.2185796063850063,0.6655526063850762,4
ONTUSDTM-NFTUSDTM,-2.6604368085657333,0.0811381763289914,14
ONTUSDTM-C98USDTM,-2.111016986553642,0.2401077539773796,9
ONTUSDTM-SHIBUSDTM,-3.126041311310411,0.02468508242573166,19
ONTUSDTM-ALGOUSDTM,-0.45341569393623155,0.9007910425321152,10
ONTUSDTM-SOLUSDTM,-1.3214487631261216,0.6193032503458145,8
XBTUSDTM-SRMUSDTM,-2.209262569765926,0.20290087093728026,4
XBTUSDTM-VETUSDTM,-0.08767942212463496,0.9506519672420684,3
XBTUSDTM-EGLDUSDTM,-1.7144194701091897,0.4236988635300579,7
XBTUSDTM-MKRUSDTM,-1.9944999713372527,0.2889898650079399,7
XBTUSDTM-BCHUSDTM,-0.7086166199393549,0.8445049966474778,8
XBTUSDTM-YGGUSDTM,-2.0634822544426963,0.25944972773195174,6
XBTUSDTM-SNXUSDTM,-1.1483185111421588,0.6954237089207037,8
XBTUSDTM-LRCUSDTM,-0.573980471793042,0.8767536554910931,12
XBTUSDTM-AGLDUSDTM,-1.0319215647011697,0.7414443646237353,11
XBTUSDTM-FLOWUSDTM,-1.2871482049306926,0.6350313233783611,5
XBTUSDTM-EOSUSDTM,-0.3060111784020834,0.9246486441557815,19
XBTUSDTM-RVNUSDTM,-1.0675560690451813,0.7278352843447484,11
XBTUSDTM-CHZUSDTM,-2.889200554146634,0.046618315837747906,6
XBTUSDTM-QTUMUSDTM,0.3540196058998353,0.9796915697767697,5
XBTUSDTM-ICPUSDTM,-0.8364427569804891,0.8081822602078311,0
XBTUSDTM-ALICEUSDTM,-1.2397392962714961,0.656271634956928,5
XBTUSDTM-LINAUSDTM,-1.5170244497873635,0.5250734079216225,5
XBTUSDTM-DOTUSDM,-1.1531409779993793,0.6934217527813133,2
XBTUSDTM-WAVESUSDTM,-2.0314073472540897,0.2729740776913766,11
XBTUSDTM-LTCUSDTM,-0.9570456858223492,0.7686068944455358,6
XBTUSDTM-CTSIUSDTM,-1.7866967910242222,0.38708608200600864,7
XBTUSDTM-LUNAUSDTM,-1.606143414420139,0.48050677051689367,10
XBTUSDTM-CROUSDTM,-0.8611431053774882,0.8004991771909721,3
XBTUSDTM-TRXUSDTM,-2.6988807848919167,0.07423214245738181,6
XBTUSDTM-IOTXUSDTM,-1.1658543971254516,0.6881091854428703,8
XBTUSDTM-FILUSDTM,-2.5568102216773965,0.10225624177911147,3
XBTUSDTM-DGBUSDTM,-0.7240643456628971,0.8404174823306876,3
XBTUSDTM-ADAUSDTM,0.5619957994711975,0.9866404525251912,18
XBTUSDTM-GALAUSDTM,-2.3965577912940352,0.14271030460256573,10
XBTUSDTM-ENSUSDTM,-1.3040928270214731,0.6272977662686694,8
XBTUSDTM-AAVEUSDTM,-1.0659734375205527,0.728448866741194,10
XBTUSDTM-ATOMUSDTM,-1.9772290603070997,0.2966457349271784,6
XBTUSDTM-SUSHIUSDTM,-1.198895587769577,0.6740706216512898,10
XBTUSDTM-SXPUSDTM,-1.0800905565272683,0.7229459099398172,4
XBTUSDTM-ROSEUSDTM,-0.5148752824809731,0.8890808507023713,6
XBTUSDTM-WAXPUSDTM,-1.8778898141428724,0.34253284685492463,3
XBTUSDTM-API3USDTM,-3.5717234023268176,0.006325203154363361,9
XBTUSDTM-BATUSDTM,-2.643088398873103,0.08441469129742285,13
XBTUSDTM-RNDRUSDTM,-1.5845249617341863,0.4913623186665208,8
XBTUSDTM-DYDXUSDTM,-1.5416785432284565,0.5128021367611745,5
XBTUSDTM-AXSUSDTM,1.8747810464729762,0.9984863484838734,19
XBTUSDTM-BSVUSDTM,-0.8682167142363578,0.7982588784994062,2
XBTUSDTM-CRVUSDTM,-1.1324148258113451,0.7019737075665867,5
XBTUSDTM-COMPUSDTM,-1.8145308434328071,0.37327176921947886,3
XBTUSDTM-XTZUSDTM,-1.0508846010554862,0.7342561605726039,12
XBTUSDTM-KNCUSDTM,-2.312591825176977,0.16793901224350255,8
XBTUSDTM-HBARUSDTM,-2.982939831920561,0.03651861314308747,7
XBTUSDTM-THETAUSDTM,-1.1340130855174844,0.7013190963637741,5
XBTUSDTM-XMRUSDTM,-1.7534539078097042,0.40380289191172136,19
XBTUSDTM-OCEANUSDTM,-1.1163412936122175,0.7085113867020985,11
XBTUSDTM-DASHUSDTM,-0.2672188986964594,0.9300205082946834,13
XBTUSDTM-MIRUSDTM,-1.6054484209087212,0.4808560251441733,16
XBTUSDTM-CHRUSDTM,-1.4494464324652525,0.5583549905308973,9
XBTUSDTM-GRTUSDTM,-3.364329534897325,0.01223666945801026,11
XBTUSDTM-LINKUSDTM,-1.7254755197389307,0.4180368184350587,18
XBTUSDTM-DOGEUSDTM,-1.403852210256616,0.5804279334429846,17
XBTUSDTM-XLMUSDTM,-0.730392163496447,0.838719461671847,4
XBTUSDTM-NEOUSDTM,-0.6545097261323718,0.8581834179301577,11
XBTUSDTM-UNIUSDTM,0.17351483100631435,0.9707363807817938,10
XBTUSDTM-XEMUSDTM,-1.7786917165081981,0.3910907945085254,4
XBTUSDTM-ETCUSDTM,0.20787896253939045,0.972700054776357,12
XBTUSDTM-CELOUSDTM,-1.7480523754884947,0.40653981349898655,19
XBTUSDTM-SOSUSDTM,-1.0363181860798207,0.7397887516267507,11
XBTUSDTM-SANDUSDTM,-1.5123748770189136,0.5273810241597349,6
XBTUSDTM-IOSTUSDTM,-0.5755863582036851,0.8764036400362369,15
XBTUSDTM-KSMUSDTM,-0.8739627485413273,0.7964259025950577,6
XBTUSDTM-YFIUSDTM,-1.655933940525079,0.4539475659359603,4
XBTUSDTM-ENJUSDTM,-0.4517188851113509,0.9010988977035996,6
XBTUSDTM-NEARUSDTM,-1.4474699275444014,0.559318952104843,7
XBTUSDTM-MATICUSDTM,-0.9721753337563925,0.7632769707295146,15
XBTUSDTM-IMXUSDTM,-1.0538060167438013,0.7331378235287053,12
XBTUSDTM-OMGUSDTM,-0.8059684679703358,0.8173625853134634,4
XBTUSDTM-NFTUSDTM,-2.34974363761027,0.15642591739633765,4
XBTUSDTM-C98USDTM,-1.8273303244359729,0.3669798268047746,5
XBTUSDTM-SHIBUSDTM,-2.884130554261262,0.04722476456680918,11
XBTUSDTM-ALGOUSDTM,0.10834952754904865,0.9666265532385754,19
XBTUSDTM-SOLUSDTM,-0.31462361253126536,0.9234075036019713,10
SRMUSDTM-VETUSDTM,-2.200940820869201,0.20590417037255415,4
SRMUSDTM-EGLDUSDTM,-1.4847783890734607,0.5410273651314751,4
SRMUSDTM-MKRUSDTM,-2.6558234307019393,0.081999627821019,4
SRMUSDTM-BCHUSDTM,-2.368001445204941,0.1509721435356542,4
SRMUSDTM-YGGUSDTM,-2.9635595907681433,0.038440471682064575,3
SRMUSDTM-SNXUSDTM,-2.5231950744693306,0.10993222429140503,4
SRMUSDTM-LRCUSDTM,-2.8343349600591283,0.053534166649833244,5
SRMUSDTM-AGLDUSDTM,-2.721092492526102,0.07045892329815547,3
SRMUSDTM-FLOWUSDTM,-2.376268764088554,0.14854669362945905,2
SRMUSDTM-EOSUSDTM,-1.8535127535171967,0.3542359855049715,3
SRMUSDTM-RVNUSDTM,-2.518491829244617,0.11103964600203103,3
SRMUSDTM-CHZUSDTM,-2.476581297353287,0.12127681548387792,3
SRMUSDTM-QTUMUSDTM,-2.2494747196357827,0.18878118640287778,4
SRMUSDTM-ICPUSDTM,-2.1607053189844505,0.22081487779492115,1
SRMUSDTM-ALICEUSDTM,-1.9875349074930888,0.29206521061681834,4
SRMUSDTM-LINAUSDTM,-2.7626399245543234,0.06381173217446799,3
SRMUSDTM-DOTUSDM,-1.9410959763757878,0.31298194434808146,4
SRMUSDTM-WAVESUSDTM,-1.532617813405674,0.5173185260496284,4
SRMUSDTM-LTCUSDTM,-1.9058816287921307,0.3292992859280034,3
SRMUSDTM-CTSIUSDTM,-2.2606064900438025,0.18498797698529446,4
SRMUSDTM-LUNAUSDTM,-4.090804886283701,0.0010029804066371347,4
SRMUSDTM-CROUSDTM,-1.6624473099864872,0.45055714745223846,3
SRMUSDTM-TRXUSDTM,-2.38211331004754,0.1468485633260176,4
SRMUSDTM-IOTXUSDTM,-1.1472801056936777,0.6958538260790201,3
SRMUSDTM-FILUSDTM,-2.509177616155712,0.11325725085163157,3
SRMUSDTM-DGBUSDTM,-2.301463698013828,0.17149633434505007,3
SRMUSDTM-ADAUSDTM,-2.5173363235103454,0.11131298782552596,4
SRMUSDTM-GALAUSDTM,-2.280053593984898,0.1784818003526299,3
SRMUSDTM-ENSUSDTM,-2.3701861416523493,0.15032853521154627,3
SRMUSDTM-AAVEUSDTM,-1.6527884521826568,0.4555865728534878,3
SRMUSDTM-ATOMUSDTM,-2.33568309386319,0.1607175302742116,4
SRMUSDTM-SUSHIUSDTM,-1.6076404690822639,0.47975440650241824,3
SRMUSDTM-SXPUSDTM,-2.3207640407238195,0.16535857596065778,4
SRMUSDTM-ROSEUSDTM,-2.4370011111405123,0.13156422722073935,4
SRMUSDTM-WAXPUSDTM,-2.2557222605710723,0.18664612377038736,6
SRMUSDTM-API3USDTM,-2.449019350213094,0.12837611983236524,3
SRMUSDTM-BATUSDTM,-1.1693372975157266,0.6866450386194364,7
SRMUSDTM-RNDRUSDTM,-1.9343312216799937,0.31608690490383917,3
SRMUSDTM-DYDXUSDTM,-2.438439737669052,0.13117962164348668,4
SRMUSDTM-AXSUSDTM,-2.6111122810234013,0.09072226558993329,4
SRMUSDTM-BSVUSDTM,-1.9272248974815143,0.31936401650123647,4
SRMUSDTM-CRVUSDTM,-2.1231129757324587,0.23532288375170568,3
SRMUSDTM-COMPUSDTM,-1.6345176466144828,0.4651268937067548,3
SRMUSDTM-XTZUSDTM,-2.196020631598797,0.20769290702962412,3
SRMUSDTM-KNCUSDTM,-1.9929219324283307,0.2896851828681727,9
SRMUSDTM-HBARUSDTM,-2.5856954315228364,0.09598991844496224,4
SRMUSDTM-THETAUSDTM,-2.5265367530783736,0.10915041896152378,4
SRMUSDTM-XMRUSDTM,-1.8805277527100686,0.3412761807751038,3
SRMUSDTM-OCEANUSDTM,-1.4900505489876381,0.5384273229837879,4
SRMUSDTM-DASHUSDTM,-2.5611742418265875,0.10129016650198164,4
SRMUSDTM-MIRUSDTM,-1.8054504311447996,0.3777590831507322,9
SRMUSDTM-CHRUSDTM,-1.878157738720652,0.3424051236765777,4
SRMUSDTM-GRTUSDTM,-1.466845229805129,0.5498441658878052,7
SRMUSDTM-LINKUSDTM,-1.7266892717772442,0.41741646317153325,3
SRMUSDTM-DOGEUSDTM,-2.4476130120849566,0.12874626699485842,3
SRMUSDTM-XLMUSDTM,-2.122387410668647,0.23560830998560733,4
SRMUSDTM-NEOUSDTM,-2.0884652193738846,0.24917801901920877,3
SRMUSDTM-UNIUSDTM,-1.7116492768913065,0.42512063437204445,3
SRMUSDTM-XEMUSDTM,-1.8312847738545628,0.36504397240657227,4
SRMUSDTM-ETCUSDTM,-2.3259703241946363,0.163728762524614,4
SRMUSDTM-CELOUSDTM,-2.4520792356428456,0.12757342374267144,3
SRMUSDTM-SOSUSDTM,-3.2848224469891973,0.01557069378257159,3
SRMUSDTM-SANDUSDTM,-1.6767312573187092,0.4431393406789979,4
SRMUSDTM-IOSTUSDTM,-2.562027575840605,0.10110207156168899,4
SRMUSDTM-KSMUSDTM,-1.5828664780849306,0.4921942804076767,3
SRMUSDTM-YFIUSDTM,-2.4142233281676977,0.13776215532895963,4
SRMUSDTM-ENJUSDTM,-2.210317915915726,0.2025219842876771,4
SRMUSDTM-NEARUSDTM,-2.4419639447324055,0.13024087779681287,4
SRMUSDTM-MATICUSDTM,-2.0646029743004717,0.2589839735178956,4
SRMUSDTM-IMXUSDTM,-1.2043938256163575,0.6717027487705306,4
SRMUSDTM-OMGUSDTM,-2.069988623327044,0.2567522588603516,4
SRMUSDTM-NFTUSDTM,-2.407698315742534,0.13957539455928447,4
SRMUSDTM-C98USDTM,-1.3079130423478298,0.6255443560899419,4
